Project_ID,Emirate,Project_Name,Type_of_Work,Contractor,Start_Date,End_Date,Actual_End_Date,Task_Status,Budget,Cost,Cost_Variance,Labor_Hours
PRJ-UAE-163,Abu Dhabi,"West Yas Development - Landscaping Work, West Yas Island - Abu Dhabi",Maintenance,Vendor D,03/04/2021,22/05/2021,20/05/2021,Completed,646982,784854.49,137872.49,1206
PRJ-UAE-619,Sharjah,Road Marking & Sand Blasting Works at Al Dhaid. Sharjah,Hand Marking TP,Vendor C,03/04/2021,21/04/2021,20/04/2021,Completed,753680,698653.86,-55026.14,2282
PRJ-UAE-110,Sharjah,Parking Line at Kalba Police Station,Cleaning,Vendor A,03/04/2021,30/05/2021,11/06/2021,Completed,401735,412420.81,10685.81,2254
PRJ-UAE-694,Sharjah,Etihad Rail - Juction L - Al Dhaid,Machine Marking TP,Vendor F,03/04/2021,07/05/2021,03/05/2021,Completed,502729,582889.2,80160.2,510
PRJ-UAE-480,Fujairah,Bridge Construction on Emirates Road between Al Aqran and Al Shahdaa Interchange,Epoxy Floor Coating System,Vendor D,04/04/2021,02/06/2021,29/05/2021,Completed,778202,748491.25,-29710.75,184
PRJ-UAE-769,Abu Dhabi,"Automotive Precision Technology at Kizad , Abu Dhabi-UAE",Epoxy Floor Coating System,Vendor F,04/04/2021,28/05/2021,05/06/2021,Completed,1438761,1473674.78,34913.78,1718
PRJ-UAE-822,Abu Dhabi,"C1040-Construction of ADCOOP Warehouse at Kizad, Abu Dhabi",Hand Marking TP,Vendor C,05/04/2021,03/05/2021,18/05/2021,Completed,1591730,1684262.55,92532.55,2739
PRJ-UAE-241,Abu Dhabi,Fatima Academy - Abu Dhabi,Sand Blasting,Vendor G,05/04/2021,10/06/2021,18/06/2021,Completed,644549,721649.36,77100.36,1945
PRJ-UAE-551,RAK,"Mina Al Abar, Ras Al Khaima",Cold Marking,Vendor C,06/04/2021,13/06/2021,13/06/2021,Completed,617347,606220.68,-11126.32,1351
PRJ-UAE-611,Abu Dhabi,Shamal Development - Topsides and Infrastructure Works - Abu Dhabi,Epoxy Floor Coating System,Vendor D,07/04/2021,11/06/2021,26/06/2021,Completed,,1039438.69,-86443.31,1901
PRJ-UAE-799,Dubai,P301A Dubai Harbour Marine Operations,Epoxy Floor Coating System,Vendor F,08/04/2021,22/05/2021,16/06/2021,Completed,1069132,1204000.34,134868.34,1250
PRJ-UAE-819,Dubai,"Road Marking at Jafza North, Dubai",Hand Marking TP,Vendor F,08/04/2021,14/06/2021,10/06/2021,Completed,1256154,1492237.29,236083.29,2554
PRJ-UAE-544,Abu Dhabi,CONSTRUCTION OF TAWAZUN SERVICE STATION,Cleaning,Vendor A,09/04/2021,04/05/2021,15/05/2021,Completed,2143688,2203093.67,59405.67,495
PRJ-UAE-412,Sharjah,Road Closure At Sharjah - Abu Shagarah under Pass- Sharjah-UAE,Premarking,Vendor A,09/04/2021,20/05/2021,29/05/2021,Completed,365195,352132.79,-13062.21,2141
PRJ-UAE-359,Dubai,JUMERIAH CENTRAL -TEMPORARY CAR PARK,Cold Marking,Vendor E,10/04/2021,12/06/2021,16/06/2021,Completed,2108755,2343256.69,234501.69,866
PRJ-UAE-745,Abu Dhabi,Construction of Parking for Al Reef Air Base at Abu Dhabi,Sand Blasting,Vendor D,10/04/2021,29/04/2021,26/04/2021,Completed,2147249,2442731.79,295482.79,1606
PRJ-UAE-114,Dubai,"Sand Blasting & Road Marking Works at French School, Jumeirah, Dubai",Epoxy Floor Coating System,Vendor F,10/04/2021,23/05/2021,03/06/2021,Completed,,959113.43,16103.43,2173
PRJ-UAE-515,Ajman,P288-PJ10078 MOHAMMED BIN RASHID LIBRARY,Maintenance,Vendor D,11/04/2021,05/07/2021,21/07/2021,Completed,601416,608196.45,6780.45,226
PRJ-UAE-579,Abu Dhabi,"Masjid Parking at Al Reef,Abu Dhabi",Maintenance,Vendor D,13/04/2021,14/06/2021,03/07/2021,Completed,1029167,967067.17,-62099.83,1783
PRJ-UAE-614,Dubai,P157/TR03 Construction of Flydubai New Headquarter Building,Cleaning,Vendor F,14/04/2021,15/06/2021,13/06/2021,Completed,962444,1110391.44,147947.44,2651
PRJ-UAE-728,Dubai,Road Marking at Burj Al Arab,Maintenance,Vendor A,16/04/2021,01/05/2021,12/05/2021,Completed,1488195,1478174.1,-10020.9,767
PRJ-UAE-108,Abu Dhabi,Cycle Track  at Abu Dhabi,Premarking,Vendor A,17/04/2021,29/05/2021,14/06/2021,Completed,1502439,1573173.66,70734.66,339
PRJ-UAE-783,Al Ain,Road Marking at Al Ain Sweihan Solar Park,Machine Marking TP,Vendor G,17/04/2021,02/07/2021,14/07/2021,Completed,1078488,1110982.88,32494.88,2311
PRJ-UAE-288,Abu Dhabi,Emirati Housing Development - West Baniya (1500) Villas at Abu Dhabi,Sand Blasting,Vendor F,18/04/2021,25/05/2021,14/06/2021,Completed,2296795,2251487.78,-45307.22,2036
PRJ-UAE-760,Dubai,Road Marking Works at Dubai Police HQ,Cold Marking,Vendor B,18/04/2021,02/06/2021,29/05/2021,Completed,1293671,1279853.55,-13817.45,181
PRJ-UAE-197,Abu Dhabi,Kizad - Abu Dhabi,Premarking,Vendor F,18/04/2021,06/06/2021,13/06/2021,Completed,818526,780554.85,-37971.15,663
PRJ-UAE-389,Dubai,ENOC Occuptional Health Center on Plot 599-206 Jebal Ali - Dubai,Cold Marking,Vendor C,19/04/2021,30/06/2021,12/07/2021,Completed,2211914,2412170.19,200256.19,1859
PRJ-UAE-227,Dubai,"Road marking at Bab Al Shams,Hotel - Al Qudra, Dubai",Epoxy Floor Coating System,Vendor E,20/04/2021,18/05/2021,18/05/2021,Completed,1898854,1954397.29,55543.29,1557
PRJ-UAE-363,Al Ain,"150MIGD IWP SWRD Desalination Plant, Umm Al Quwain,UAE",Machine Marking TP,Vendor C,20/04/2021,09/06/2021,07/06/2021,Completed,565202,678151.59,112949.59,2121
PRJ-UAE-171,Dubai,"Burjeel Medical City, Mohammed Bin Zayed City",Machine Marking TP,Vendor A,20/04/2021,10/05/2021,24/05/2021,Completed,1807038,1718734.46,-88303.54,1012
PRJ-UAE-544,Abu Dhabi,CONSTRUCTION OF TAWAZUN SERVICE STATION,Maintenance,Vendor B,21/04/2021,28/05/2021,17/06/2021,Completed,1655949,1644147.7,-11801.3,915
PRJ-UAE-611,Abu Dhabi,Shamal Development - Topsides and Infrastructure Works - Abu Dhabi,Premarking,Vendor G,21/04/2021,07/07/2021,19/07/2021,Completed,1349168,1310485.1,-38682.9,1027
PRJ-UAE-297,Dubai,"Road Marking at Ras Al Khor, Industrial Area - Dubai",Cleaning,Vendor D,21/04/2021,05/06/2021,05/06/2021,Completed,1349729,1365725.87,15996.87,2616
PRJ-UAE-699,Al Ain,Maintenance & Rehabilitation Of Highways & Bridges Of Abu Dhabi Main Land â€“ North.,Maintenance,Vendor A,22/04/2021,05/07/2021,01/07/2021,Completed,456664,559357.92,102693.92,1494
PRJ-UAE-821,Sharjah,Road Marking at Al Wahda - Sharjah,Epoxy Floor Coating System,Vendor A,22/04/2021,23/06/2021,18/07/2021,Completed,1144750,1094694.55,-50055.45,2093
PRJ-UAE-862,,"Road Marking at Ras Al Khor, Dubai",Premarking,Vendor C,23/04/2021,30/06/2021,30/06/2021,Completed,1143376,1174117.82,30741.82,376
PRJ-UAE-575,RAK,Baniyas North Develpoment Phase 3 Infra,Machine Marking TP,Vendor A,23/04/2021,15/06/2021,29/06/2021,Completed,760405,724240.78,-36164.22,2604
PRJ-UAE-783,Al Ain,Road Marking at Al Ain Sweihan Solar Park,Machine Marking TP,Vendor A,23/04/2021,22/06/2021,22/06/2021,Completed,440997,477955.55,36958.55,925
PRJ-UAE-130,Dubai,ADDITIONAL  ENTRANCE AND EXIT  ROAD AT AL KHALIL ROAD -DUBAI (DJ-548),Hand Marking TP,Vendor D,23/04/2021,20/06/2021,18/06/2021,Completed,2421488,2296577.72,-124910.28,253
PRJ-UAE-183,Abu Dhabi,"Presidential Guard Command â€“ Package 13C, Site 08 Infrastructure Works, Sas Al Al Nakhl Abu Dhabi",Machine Marking TP,Vendor A,23/04/2021,22/05/2021,16/06/2021,Completed,2258943,2784505.23,525562.23,1705
PRJ-UAE-681,Ajman,"ROAD MARKING AT RIVERSTONE SCHOOL,NAD AL SHEBA",Maintenance,Vendor D,25/04/2021,11/06/2021,08/06/2021,Completed,466650,477647.55,10997.55,912
PRJ-UAE-745,Abu Dhabi,Design and Construction of 67 Parks and Playgrounds in Various Areas in the City of Abu Dhabi,Sand Blasting,Vendor F,25/04/2021,06/07/2021,27/07/2021,Completed,1688186,1921489.76,233303.76,1730
PRJ-UAE-682,RAK,Road Marking  Yellow line for Taxiway,Cold Marking,Vendor E,25/04/2021,31/05/2021,28/05/2021,Completed,390804,397305.41,6501.41,777
PRJ-UAE-662,Fujairah,Road Marking at Palm Jumeirah,Hand Marking TP,Vendor C,26/04/2021,12/06/2021,21/06/2021,Completed,407481,448452.44,40971.44,1341
PRJ-UAE-879,Sharjah,Road  marking works at Fili sharjah,Hand Marking TP,Vendor B,26/04/2021,11/05/2021,24/05/2021,Completed,822477,984498.27,162021.27,1655
PRJ-UAE-388,RAK,Jafza Trader Market Development and Operation FZCO - Jafza,Cleaning,Vendor E,27/04/2021,24/07/2021,24/07/2021,Completed,438205,407642.17,-30562.83,341
PRJ-UAE-643,Dubai,"DWC/DAS/025-24 Miscellaneous Works for Airshow Al Maktoum International Airport, Dubai, UAE",Hand Marking TP,Vendor G,27/04/2021,14/05/2021,31/05/2021,Completed,1015334,1241948.28,226614.28,1150
PRJ-UAE-204,Abu Dhabi,"Tal Morâ€™eb Cycling Track project (Liwa , Al Dhafra region)",Premarking,Vendor F,28/04/2021,04/06/2021,27/06/2021,Completed,1842788,1734841.38,-107946.62,2064
PRJ-UAE-108,Fujairah,CICPA HABSHAN,Premarking,Vendor F,28/04/2021,31/05/2021,18/06/2021,Completed,507236,533698,26462,2529
PRJ-UAE-443,Sharjah,"Road Marking at Hamriyah Free Zone Phase -1, Sharjah",Premarking,Vendor D,28/04/2021,18/07/2021,12/08/2021,Completed,999491,1010734.93,11243.93,2647
PRJ-UAE-871,Abu Dhabi,Infront of Hamad Al Ameri Building - Abu Dhabi,Premarking,Vendor C,28/04/2021,25/07/2021,24/07/2021,Completed,2226639,2168597.32,-58041.68,164
PRJ-UAE-451,RAK,Construction of Roads & Infrastructure at Miscellaneous Areas in Gayathi City & its Suburbs-,Premarking,Vendor E,30/04/2021,01/06/2021,14/06/2021,Completed,495090,572971.29,77881.29,940
PRJ-UAE-340,Sharjah,Contract No. (302-025) Construction of Internal Roads and Parking for the Kalba University (DJ-622A),Machine Marking TP,Vendor A,01/05/2021,28/05/2021,21/06/2021,Completed,735566,770743.27,35177.27,1083
PRJ-UAE-778,Fujairah,R 1592 Internal Roads In Al Thouqiba Residential,Cold Marking,Vendor A,01/05/2021,15/07/2021,15/07/2021,Completed,278065,271799.96,-6265.04,747
PRJ-UAE-263,UAQ,Road Marking at Arabian Industrial Gases - UAQ,Hand Marking TP,Vendor B,02/05/2021,21/06/2021,20/06/2021,Completed,807757,816749.76,8992.76,559
PRJ-UAE-822,Abu Dhabi,"C1040-Construction of ADCOOP Warehouse at Kizad, Abu Dhabi",Sand Blasting,Vendor F,02/05/2021,20/05/2021,31/05/2021,Completed,1534215,1557736.45,23521.45,482
PRJ-UAE-768,Abu Dhabi,"ADNOC Petrol Station Motor Wold Shamkha,Abu Dhabi",Sand Blasting,Vendor E,03/05/2021,04/06/2021,12/06/2021,Completed,1285432,1583161.44,297729.44,2082
PRJ-UAE-760,dubai,Road Marking Works at Dubai Police HQ,Cleaning,Vendor C,04/05/2021,26/06/2021,15/07/2021,Completed,1718893,1763901.1,45008.1,1215
PRJ-UAE-354,Fujairah,Central Souk,Premarking,Vendor G,05/05/2021,02/07/2021,08/07/2021,Completed,148802,139579.23,-9222.77,1872
PRJ-UAE-726,UAQ,Jabel ali Village Town Houses and infrastucture,Cold Marking,Vendor E,05/05/2021,29/06/2021,25/06/2021,Completed,179942,184563.93,4621.93,245
PRJ-UAE-857,Sharjah,1181: Access Road For Proposed Filling Station On Plot No.7300 At Sharjah,Cleaning,Vendor A,05/05/2021,29/06/2021,26/06/2021,Completed,1274805,1369903.33,95098.33,2305
PRJ-UAE-308,Abu Dhabi,ERTH Abu Dhabi Hotel (Formerly AFOC&H),Hand Marking TP,Vendor C,05/05/2021,18/07/2021,17/07/2021,Completed,677073,799642.92,122569.92,840
PRJ-UAE-391,Abu Dhabi,"Ghadan 21-Quick Win Wave 1 Project, Delma Street, Abu Dhabi",Maintenance,Vendor F,05/05/2021,04/06/2021,08/06/2021,Completed,2052884,2144435.35,91551.35,2434
PRJ-UAE-436,Abu Dhabi,Construction of two Service station (al hulaifat and Entrance al Fujairah From shock Khalifa Road),Cleaning,Vendor C,06/05/2021,25/06/2021,02/07/2021,Completed,1424450,1431912.29,7462.29,1230
PRJ-UAE-233,Ajman,R852 Muhaisnah Road,Machine Marking TP,Vendor F,08/05/2021,21/07/2021,01/08/2021,Completed,149593,139306.27,-10286.73,2732
PRJ-UAE-553,Fujairah,Supply and application-internal road marking and parking marking,Cold Marking,Vendor C,09/05/2021,26/05/2021,26/05/2021,Completed,363613,419029.71,55416.71,2168
PRJ-UAE-175,Ajman,OH-19-Terrasearch Gulf Soil Testing,Premarking,Vendor E,09/05/2021,20/07/2021,20/07/2021,Completed,308484,305045.36,-3438.64,482
PRJ-UAE-157,Dubai,"Road Marking at Al Qudra, Dubai",Cold Marking,Vendor E,10/05/2021,14/06/2021,02/07/2021,Completed,805791,743968.14,-61822.86,1441
PRJ-UAE-840,Abu Dhabi,Municipality  Warehouse at AL Dhafra Region,Cleaning,Vendor D,10/05/2021,27/06/2021,18/07/2021,Completed,1873579,1925230.78,51651.78,1327
PRJ-UAE-114,Dubai,"Road Marking Works at The Square - Nad Al Sheba Gardens Dubai, - UAE",Sand Blasting,Vendor E,11/05/2021,26/05/2021,13/06/2021,Completed,1592853,1772080.78,179227.78,2276
PRJ-UAE-407,Sharjah,Road Marking at Kalba Corniche,Hand Marking TP,Vendor A,11/05/2021,04/07/2021,30/06/2021,Completed,1313757,1331612.92,17855.92,250
PRJ-UAE-584,Dubai,JEBEL ALI AIRPORT,Machine Marking TP,Vendor D,13/05/2021,29/07/2021,25/07/2021,Completed,646769,607383.58,-39385.42,828
PRJ-UAE-795,Abu Dhabi,Sahara Village at Al Reef Abu Dhabi,Machine Marking TP,Vendor F,13/05/2021,03/08/2021,12/08/2021,Completed,2314675,2148083.85,-166591.15,1959
PRJ-UAE-695,Dubai,"University of Birmingham in Dubai International Academic City, Dubai",Premarking,Vendor G,13/05/2021,04/06/2021,23/06/2021,Completed,631665,627965.88,-3699.12,2063
PRJ-UAE-117,Fujairah,Al Ghadeer North Service Station,Hand Marking TP,Vendor E,13/05/2021,25/07/2021,05/08/2021,Completed,626750,583226.92,-43523.08,1574
PRJ-UAE-171,Dubai,"Proposed Eco Drive Automobile Driving School, Dubai, UAE",Hand Marking TP,Vendor F,13/05/2021,13/07/2021,25/07/2021,Completed,,917304.86,-209.14,1427
PRJ-UAE-730,Sharjah,Insfrastructure Works for Phase-1 at Masaar - Sharjah,Cold Marking,Vendor D,16/05/2021,05/06/2021,25/06/2021,Completed,343643,320329.49,-23313.51,1245
PRJ-UAE-428,Abu Dhabi,"Handicap Parking at Yas Island,Abu Dhabi",Cleaning,Vendor C,16/05/2021,30/07/2021,10/08/2021,Completed,1838060,1878066.71,40006.71,1158
PRJ-UAE-415,Abu Dhabi,Management & Treatment of Medical and Hazardous Wastes in Abu Dhabi & Dhafra Area,Machine Marking TP,Vendor B,16/05/2021,16/07/2021,29/07/2021,Completed,1807011,1720042.3,-86968.7,1332
PRJ-UAE-770,Ajman,AP-013 Shifting of the Existing Gas Pipelines at Emirates Road E611,Premarking,Vendor C,17/05/2021,21/07/2021,19/07/2021,Completed,408805,394348.42,-14456.58,2210
PRJ-UAE-455,Dubai,Burjman Parking Area - Business Bay - Dubai,Premarking,Vendor B,17/05/2021,20/07/2021,20/07/2021,Completed,1321836,1286877.76,-34958.24,704
PRJ-UAE-840,Fujairah,Road Marking at Al Musalla and Al Raheeb,Cold Marking,Vendor E,18/05/2021,31/07/2021,16/08/2021,Completed,472552,482616.9,10064.9,88
PRJ-UAE-124,RAK,P692 - AL Yasmina Brook School -Temporary Road Marking,Maintenance,Vendor C,18/05/2021,21/07/2021,20/07/2021,Completed,659592,782054.31,122462.31,210
PRJ-UAE-740,,Shamkha Station,Sand Blasting,Vendor A,18/05/2021,03/08/2021,01/08/2021,Completed,704829,776206.79,71377.79,2543
PRJ-UAE-124,Abu Dhabi,"Road Marking In Baniyas, Abu Dhabi",Sand Blasting,Vendor C,19/05/2021,01/08/2021,18/08/2021,Completed,1603912,1749448.19,145536.19,2321
PRJ-UAE-399,Dubai,"Sand Blasting & Road Marking Works at Port Rashid , Dubai-UAE",Epoxy Floor Coating System,Vendor E,19/05/2021,08/06/2021,05/06/2021,Completed,561911,536963.57,-24947.43,691
PRJ-UAE-530,Dubai,"Gems Metropole School (MTSS) SOLAR Project Al Hebiah First, Dubai - UAE",Maintenance,Vendor A,19/05/2021,12/07/2021,08/07/2021,Completed,2233961,2668153.99,434192.99,577
PRJ-UAE-103,Abu Dhabi,"Marking and Removal works at American Community School, Abu Dhabi",Premarking,Vendor D,20/05/2021,19/06/2021,23/06/2021,Completed,2140583,2414636.51,274053.51,751
PRJ-UAE-879,Sharjah,Road  marking works at Fili sharjah,Machine Marking TP,Vendor A,20/05/2021,04/07/2021,30/06/2021,Completed,1146778,1107919.13,-38858.87,531
PRJ-UAE-558,Abu Dhabi,L & TPC JV 2F2 ICAD-IV Road Tie in Work - Abu Dhabi,Sand Blasting,Vendor E,20/05/2021,16/06/2021,20/06/2021,Completed,2218797,2261359.37,42562.37,2408
PRJ-UAE-490,Abu Dhabi,Yas South Road Marking-Abu Dhabi,Premarking,Vendor D,21/05/2021,28/06/2021,11/07/2021,Completed,786521,1203203.5,416682.5,1226
PRJ-UAE-396,Dubai,Road Marking in Dubai Hills Estate,Cleaning,Vendor B,21/05/2021,03/08/2021,20/08/2021,Completed,2371502,2248572.1,-122929.9,1255
PRJ-UAE-352,Dubai,"Cars Vehicle Testing Center , Al Mamzar ,Dubai",Cold Marking,Vendor A,21/05/2021,28/06/2021,19/07/2021,Completed,2294254,2818933.73,524679.73,1245
PRJ-UAE-224,Abu Dhabi,"Sector 21 in Madinat Zayed, Al Dhafra Region",Sand Blasting,Vendor F,21/05/2021,14/06/2021,25/06/2021,Completed,1368370,1670216.21,301846.21,2247
PRJ-UAE-695,Dubai,"University of Birmingham in Dubai International Academic City, Dubai",Maintenance,Vendor C,22/05/2021,12/08/2021,24/08/2021,Completed,825111,825690.52,579.52,1880
PRJ-UAE-294,Abu Dhabi,"Discovery Park South - Abu Dhabi, UAE",Sand Blasting,Vendor C,23/05/2021,24/07/2021,24/07/2021,Completed,2200803,2279061.09,78258.09,290
PRJ-UAE-425,RAK,Electric Car Parking at Yokogawa Middle East,Premarking,Vendor B,23/05/2021,08/08/2021,02/09/2021,Completed,330416,351038.17,20622.17,2539
PRJ-UAE-894,Dubai,Multi-User Facility - Phase -1 at the Logistics District at Dubai South,Machine Marking TP,Vendor F,23/05/2021,17/06/2021,03/07/2021,Completed,,649561.8,33853.8,1833
PRJ-UAE-581,Dubai,KHAZNA DATA CENTER AT DUBAI DESIGN DISTRICT,Epoxy Floor Coating System,Vendor C,24/05/2021,25/06/2021,22/06/2021,Completed,765174,848240.19,83066.19,334
PRJ-UAE-522,Abu Dhabi,Al Hudayriyat Island (West) Marsana Ext. Abu Dhabi,Cleaning,Vendor E,24/05/2021,22/07/2021,14/08/2021,Completed,1251983,1162972.76,-89010.24,1957
PRJ-UAE-214,RAK,"Road Marking Works at Knauf LLC, Ras Al Khaima -UAE",Premarking,Vendor D,25/05/2021,23/08/2021,20/08/2021,Completed,670786,816268.92,145482.92,651
PRJ-UAE-893,Abu Dhabi,Barakah Tarining Hanger Al Reef Abu dhabi,Machine Marking TP,Vendor E,25/05/2021,29/06/2021,24/07/2021,Completed,1094382,1108101.38,13719.38,2269
PRJ-UAE-410,Ajman,"Design & Build - Pulse Beachfront Villas (6A,6B,6C), UAE",Maintenance,Vendor G,26/05/2021,26/07/2021,25/07/2021,Completed,819142,754247.36,-64894.64,1129
PRJ-UAE-694,,Khalil roadwork,Sand Blasting,Vendor A,28/05/2021,01/07/2021,10/07/2021,Completed,911411,1113626.56,202215.56,950
PRJ-UAE-769,Abu Dhabi,"Automotive Precision Technology at Kizad , Abu Dhabi-UAE",Cleaning,Vendor F,28/05/2021,01/07/2021,29/06/2021,Completed,549813,553861.62,4048.62,1920
PRJ-UAE-614,Dubai,P157/TR03 Construction of Flydubai New Headquarter Building,Hand Marking TP,Vendor D,28/05/2021,21/07/2021,19/07/2021,Completed,1007161,928385.1,-78775.9,1703
PRJ-UAE-188,Dubai,Removal of Existing Marking & Application of Road Marking Works at Dubai Police HQ-Dubai,Hand Marking TP,Vendor G,29/05/2021,30/07/2021,15/08/2021,Completed,1977523,2460447.09,482924.09,2752
PRJ-UAE-663,dubai,"Al Khaleej International School Solar PV Plant Al Warqa - 2, Dubai -UAE",Cold Marking,Vendor D,30/05/2021,24/07/2021,22/07/2021,Completed,587106,583255.12,-3850.88,1224
PRJ-UAE-323,Sharjah,Internal Roads In Musalla Khorfakkan (Phase-01 & 02),Cold Marking,Vendor B,30/05/2021,25/08/2021,22/08/2021,Completed,374159,380754.32,6595.32,1456
PRJ-UAE-534,Abu Dhabi,"Temporary Arena Car Park Package 2, Yas South Development,Abu Dhabi",Cold Marking,Vendor G,30/05/2021,16/06/2021,01/07/2021,Completed,1942678,1847879.79,-94798.21,2797
PRJ-UAE-797,Sharjah,Road Marking at Khorfakkan,Cleaning,Vendor E,31/05/2021,08/08/2021,01/09/2021,Completed,966896,1169510,202614,2048
PRJ-UAE-128,Dubai,"Road Marking Works at Dubai South, UAE",Machine Marking TP,Vendor F,31/05/2021,22/08/2021,02/09/2021,Completed,1131676,1068040.73,-63635.27,107
PRJ-UAE-655,Abu Dhabi,10221000000 Package 13C Abu Dhabi,Sand Blasting,Vendor C,02/06/2021,10/08/2021,02/09/2021,Completed,628730,592637.74,-36092.26,1998
PRJ-UAE-556,Abu Dhabi,Sand Blasting at Abu Dhabi,Sand Blasting,Vendor F,03/06/2021,20/08/2021,08/09/2021,Completed,626388,583479.68,-42908.32,910
PRJ-UAE-699,Sharjah,Construction & Maintenance of Boys & Girls Accommodation at the Academy of Arts- University City - Sharjah,Cleaning,Vendor E,03/06/2021,28/06/2021,20/07/2021,Completed,705448,678126.75,-27321.25,2546
PRJ-UAE-404,Sharjah,R1221B-Parking Area for Kalba Bird of Prey Centre,Maintenance,Vendor D,03/06/2021,23/06/2021,11/07/2021,Completed,1241246,1174865.68,-66380.32,2703
PRJ-UAE-312,Dubai,Upgrading of Marina Mall Luxury Area,Maintenance,Vendor B,05/06/2021,09/08/2021,24/08/2021,Completed,1026925,1045788.8,18863.8,2485
PRJ-UAE-576,Dubai,Full Flight Simulator Building at Fly Dubai Headquarters Building,Epoxy Floor Coating System,Vendor C,06/06/2021,05/07/2021,14/07/2021,Completed,1592137,1479709.98,-112427.02,439
PRJ-UAE-848,Abu Dhabi,"J1717E Zayed Military City at Shahama, Abu Dhabi",Cold Marking,Vendor F,07/06/2021,18/07/2021,25/07/2021,Completed,1417607,1448069.44,30462.44,1435
PRJ-UAE-146,Dubai,SANDBLASTING AND HANDMARKING AT VEGETABLE MARKET -DUBAI,Cleaning,Vendor G,07/06/2021,22/07/2021,04/08/2021,Completed,2426353,2420951.27,-5401.73,2261
PRJ-UAE-576,Dubai,Full Flight Simulator Building at Fly Dubai Headquarters Building,Epoxy Floor Coating System,Vendor G,07/06/2021,03/07/2021,19/07/2021,Completed,1789766,2198140.47,408374.47,2473
PRJ-UAE-895,Abu Dhabi,Bus Stop Marking - Saadiyath - Abu Dhabi,Sand Blasting,Vendor E,08/06/2021,31/08/2021,10/09/2021,Completed,1634112,1566789.3,-67322.7,2597
PRJ-UAE-113,UAQ,Gran Turismo The Real Driving Simulator,Cold Marking,Vendor E,08/06/2021,27/07/2021,03/08/2021,Completed,250674,307882.54,57208.54,2216
PRJ-UAE-131,Ajman,KP0139-Provision of Road Marking Works (Opera District - Area 10),Epoxy Floor Coating System,Vendor G,09/06/2021,04/07/2021,17/07/2021,Completed,749152,772243.32,23091.32,2488
PRJ-UAE-530,Dubai,"Gems Metropole School (MTSS) SOLAR Project Al Hebiah First, Dubai - UAE",Cleaning,Vendor F,09/06/2021,31/07/2021,23/08/2021,Completed,,1355414.76,111399.76,2139
PRJ-UAE-345,Sharjah,"P0022-02: Proposed Warehouses (G+M) & 4 Service Blocks,at Sharjah Research, Technology and Innovation Park, Sharjah-UAE",Sand Blasting,Vendor B,10/06/2021,18/08/2021,09/09/2021,Completed,1279525,1219823.74,-59701.26,1315
